AttitudeToHomosexuality,HomosexualPeopleYouKnow,HowMuchYouAgreeThatMoreChildreanMoreBlessing,HowMuchYouAgreeThatHavingBoysBetterThanGirls,ReligiousBelief,OnlineShoppingFrequency,SocialMediaUsageFrequency,PaidByTheNation,HasStudiesAbroad,BornProvinceCityCounty,AnnualIncome,Birthyear,Birthmonth,MaritalStatus,ResidenceProvinceCityCounty,FatherEducation,MotherEducation,ArmyEnrollment,PoliticalRole,FatherResidenceType,MotherResidenceType,BornResidenceType,CurrentResidenceType,EducationLevel
3,0,3,4,9,1,1,,2,,48000,1988,6,2,410000,3,3,2,3,1,1,1,3,3
3,0,3,4,9,1,1,,2,,48000,1988,12,2,,2,2,2,3,1,1,1,1,3
2,0,4,4,9,2,1,,2,430426,62400,1985,1,2,430426,,,2,3,1,1,1,1,8
1,0,4,4,9,2,1,,2,451024,50000,1984,4,1,451024,,,2,3,1,1,1,1,4
3,0,4,4,9,3,1,,2,,84000,1986,8,2,,3,3,2,3,1,1,1,1,8
2,0,4,5,3,1,1,,2,440500,36000,1991,1,2,440500,2,2,2,3,1,1,1,1,3
3,0,3,5,9,1,1,,2,420683,36000,1988,12,2,420683,4,2,2,3,1,1,1,1,3
2,0,3,4,9,3,1,,2,,36000,1987,8,2,411523,2,4,2,3,1,1,1,1,3
2,0,4,4,9,1,1,,2,530627,80000,1992,7,2,530627,,,2,3,1,1,1,1,2
3,0,4,3,9,,,,,,,1965,3,2,,,,2,3,1,1,1,1,1
4,0,4,4,9,2,1,,2,,48000,1981,10,2,,,1,2,3,1,1,1,2,3
2,0,3,5,9,4,2,,2,530521,450000,1974,9,2,530521,2,1,2,3,1,1,1,1,2
2,0,4,5,9,1,1,,2,460000,84000,1996,9,1,460000,2,,2,3,1,,1,1,3
2,0,2,4,9,4,1,,2,532928,35000,1986,5,2,532928,1,1,2,3,1,1,1,1,2
2,0,2,4,9,3,1,,2,532901,46200,1987,,2,532901,2,2,2,3,1,1,1,1,3
2,0,5,5,9,3,1,,2,510623,70000,1982,2,2,510623,1,1,2,3,1,1,1,1,3
3,0,4,4,9,1,1,,2,530427,66000,1996,8,2,530427,2,2,2,3,1,1,1,1,4
3,0,2,4,9,4,2,,2,,24000,1972,1,2,431127,,1,2,3,1,1,1,1,3
2,0,2,4,9,2,3,,2,431127,51600,1981,3,2,431127,2,1,2,3,1,1,1,1,2
2,0,3,4,9,1,1,,2,451422,55000,1979,4,2,451422,1,1,2,3,1,1,1,1,2
2,0,4,4,9,3,1,,2,510321,40000,1970,,2,510321,2,2,2,3,1,1,1,1,2
2,0,2,2,9,2,1,,2,510321,84000,1970,,2,510321,3,2,2,3,1,1,1,1,2
2,0,4,4,3,,,,2,440605,,1966,,2,440605,3,2,2,3,1,1,1,1,2
2,0,4,2,9,4,1,,2,441826,18000,1978,11,2,441826,2,1,2,3,1,1,1,1,2
2,0,2,4,9,,,,2,431126,,1991,,2,431126,2,2,2,3,1,1,1,1,2
2,0,4,4,9,3,1,,2,451102,50000,1982,,2,451102,,,2,3,1,1,1,1,2
1,0,2,4,9,2,1,,2,451103,13000,1982,,2,451103,2,2,2,3,1,1,1,1,2
3,0,4,4,9,4,2,,2,441225,4500,1967,,2,440605,,,2,3,1,1,1,1,4
2,0,4,4,9,2,1,,2,441823,72000,1978,,2,441823,2,,2,3,1,1,1,1,3
2,0,4,2,9,1,1,,2,441823,40000,1983,,2,441823,4,2,2,3,1,1,1,1,3
2,0,2,2,9,,,,2,441823,,2003,,1,441823,,,2,3,1,1,1,1,3
2,0,4,4,9,4,2,,2,441224,48000,1969,,2,441224,2,2,2,3,1,1,1,1,3
3,0,3,4,9,4,4,,2,440605,600,1940,,2,440605,1,1,2,1,1,1,1,1,2
2,0,4,4,9,3,2,,2,421003,36000,1967,,2,421003,3,1,2,3,1,1,1,1,3
2,0,3,4,9,,,,2,441303,,1983,,2,440605,2,2,2,3,1,1,1,1,3
2,0,3,3,9,3,1,,2,421003,100000,1992,,2,421003,,,2,3,1,1,1,1,4
2,0,2,4,9,2,1,,2,441882,25000,1982,,2,440281,3,4,2,3,1,1,1,1,2
2,0,2,4,9,4,3,,2,433122,30000,1968,,2,433122,2,2,2,3,1,1,1,1,2
2,0,4,4,9,1,1,,2,430525,57600,1988,,2,430722,2,2,2,3,1,1,1,1,8
3,0,3,3,9,4,2,,2,441881,0,1962,,2,440605,,1,2,3,1,1,1,1,2
2,0,4,3,9,4,1,,2,440605,36000,1957,,2,440605,,,2,3,,,1,1,3
2,0,3,3,9,4,1,,2,440605,48000,1961,,2,440605,2,2,2,3,1,1,1,1,3
2,0,4,4,9,4,1,,2,441881,30000,1963,3,2,440605,2,1,2,3,1,1,1,1,3
2,0,4,4,9,4,2,,2,450124,30000,1973,5,2,450124,1,1,2,3,1,1,1,1,2
1,0,2,5,9,4,4,,2,440605,24000,1973,,2,440605,2,2,2,3,2,2,3,4,3
3,0,4,5,9,4,1,,2,440605,72000,1999,,1,440605,,,2,3,1,1,1,1,5
4,0,4,4,9,2,1,,2,440605,50000,1970,,2,440605,2,2,2,3,1,1,1,1,3
3,0,2,5,9,2,1,,2,440605,42000,1996,,1,440605,,,2,3,1,1,1,1,8
2,0,3,5,9,2,1,,2,440605,36000,1973,,2,440605,2,2,2,3,2,1,1,1,3
1,0,3,4,9,3,1,,2,441284,20000,1989,,2,440605,3,3,2,3,2,1,1,1,3
2,0,3,3,9,4,1,,2,440605,30000,1985,,2,440605,,,2,3,1,1,1,1,3
3,0,5,5,9,4,4,,2,440607,22200,1953,,2,440605,1,1,2,3,1,1,1,1,2
1,0,4,5,3,,,,2,440605,,1957,9,2,440605,3,1,2,3,2,1,1,1,2
2,0,5,5,9,1,1,1,2,440605,150000,1987,,2,440605,,,2,1,1,1,1,3,9
1,0,4,5,9,,,,2,440605,,1972,,2,440605,,,2,3,1,1,1,3,3
3,0,2,5,9,4,1,,2,440605,45000,1972,,2,440605,2,2,2,3,1,1,1,1,3
1,0,5,5,9,3,1,,2,440605,10000,1997,2,1,440605,,,2,3,1,1,1,1,8
1,0,2,3,9,,,,2,441284,,1961,,2,440605,2,1,2,3,1,1,1,1,4
1,0,4,4,9,,,,2,440605,,1958,5,2,440605,2,1,2,3,1,1,1,1,3
3,0,4,3,3,1,1,,2,440605,45000,1985,1,2,440605,,,2,3,1,1,1,3,3
2,0,4,3,9,3,1,,2,440605,125000,1986,10,2,440605,,,2,3,1,1,1,3,4
3,0,4,4,9,2,1,,2,441284,26100,1986,,2,440605,2,3,2,3,1,1,1,3,8
1,0,5,5,9,4,4,,2,440605,50000,1955,,2,440605,2,,2,3,1,1,1,1,3
2,0,5,5,9,4,4,,2,440607,24000,1955,,2,440605,1,1,2,3,1,1,1,1,2
1,0,2,2,9,,,,2,440605,,1954,,2,440605,2,1,2,3,2,1,1,1,3
3,0,4,4,9,1,3,,2,440605,51500,1979,,2,440605,3,,2,3,1,1,1,1,3
3,0,4,2,9,1,1,,2,440605,80000,1980,,2,440605,2,2,2,3,1,1,1,3,7
2,0,4,3,9,,,,2,440605,,1961,5,2,440605,,2,2,3,1,1,1,1,2
3,0,4,2,9,2,1,,2,440605,86000,1988,10,2,440605,,,2,3,1,1,1,1,3
3,0,3,3,9,3,1,,2,440605,24000,1968,,2,440605,2,2,2,3,1,1,1,1,3
3,0,4,4,9,4,3,,2,440605,62000,1967,,2,440605,2,2,2,3,1,1,1,1,3
3,0,4,4,9,,,,2,440605,,1997,,1,440605,,,2,3,1,1,1,1,9
3,0,4,2,9,2,1,,2,440605,60000,1987,,2,440605,3,2,2,3,1,1,1,3,7
4,0,5,5,9,1,1,,2,440605,90000,1985,,2,440605,,,2,3,2,2,1,4,9
2,0,2,2,9,4,4,,2,440605,36000,1958,,2,440605,2,2,2,3,1,1,1,3,3
3,0,5,5,9,4,4,,2,440605,24000,1958,10,2,440605,2,,2,3,1,1,1,1,3
3,0,2,2,9,2,1,,2,440605,50000,1979,,1,440605,,,2,3,1,1,1,1,7
1,0,4,4,9,4,4,,2,440605,25000,1946,,2,440605,1,1,2,3,1,1,1,1,2
1,0,5,4,9,4,4,,2,440607,12000,1951,,2,440605,2,1,2,3,2,1,1,1,2
2,0,4,5,9,4,4,,2,440605,30000,1966,,2,440605,1,1,2,3,1,1,1,1,2
2,0,5,5,9,,,,2,440605,,1954,,2,440605,2,2,2,3,1,1,1,1,2
2,0,4,4,3,2,3,,2,445222,25200,1991,,2,440605,9,2,2,3,1,1,1,1,3
1,0,2,2,9,3,1,,2,440605,70000,1986,,2,440605,,,2,3,1,1,1,1,8
2,0,4,4,9,,,,2,440605,,1946,4,2,440605,,1,2,3,1,1,1,1,2
1,0,4,2,9,4,4,,2,440605,10000,1974,11,2,440605,2,2,2,3,1,1,1,1,2
1,0,5,5,9,3,1,,2,440605,50000,1973,,2,440605,2,2,2,3,1,1,1,1,3
3,0,2,4,9,1,1,,2,440605,150000,1973,,2,440605,2,2,2,3,1,1,1,1,8
1,0,5,5,9,,,,2,440605,,1999,,1,440605,,,2,3,1,1,1,1,9
3,0,5,5,9,,,,2,440605,,1998,,1,440605,,,2,3,1,1,1,1,9
3,0,4,2,9,4,4,,2,440605,99999,1963,,2,440605,1,1,2,3,1,1,1,1,3
3,0,1,5,9,,,,2,440605,,1956,,2,440605,2,2,2,3,1,1,1,1,2
3,0,4,4,9,2,1,,2,440605,40000,1986,,1,440605,2,2,2,3,1,1,1,1,7
3,0,5,5,9,2,1,,2,440605,48000,1984,,2,440605,2,,2,3,1,1,1,1,7
3,0,4,4,9,1,1,,2,440605,44000,1985,,2,440605,2,2,2,3,1,1,1,1,8
1,0,5,4,9,4,1,,2,440605,0,1955,9,2,440605,2,1,2,1,1,1,1,1,3
3,0,4,4,9,4,1,,2,440605,20000,1991,1,1,440404,,,2,3,1,2,3,4,3
1,0,5,4,9,4,4,,2,440605,24000,1966,9,2,440605,,1,2,3,1,1,1,1,2
2,0,4,4,9,,,,2,440607,,1989,,2,440607,2,,2,3,1,1,1,1,7
2,0,4,4,9,1,1,,2,440607,38500,1979,,2,440607,2,2,2,3,1,1,1,1,3
2,0,3,5,9,4,1,,2,440607,80000,1978,,2,440607,4,2,2,3,1,1,1,1,3
1,0,4,4,9,2,1,,2,440607,40000,1967,,2,440607,2,2,2,3,1,1,1,1,3
3,0,5,5,9,2,1,,2,440607,42000,1971,,2,440607,2,2,2,3,,,1,1,4
3,0,5,5,9,1,1,,2,440607,0,1997,,1,440607,,,2,3,1,1,1,1,9
3,0,5,5,9,,,,2,440607,,2000,,1,440607,,,2,3,1,1,1,1,9
1,0,3,3,3,1,1,,2,440607,40000,1987,,2,440607,4,3,2,3,1,1,1,1,8
2,0,3,3,9,2,1,,2,440607,90000,1979,,2,440607,3,1,2,3,,,1,1,4
4,0,3,3,9,4,4,,2,440607,1825,1942,,2,440607,2,1,2,3,1,1,1,1,2
3,0,1,4,9,4,4,,,810000,19200,1939,,2,440607,1,1,2,3,1,1,1,1,1
2,0,2,2,9,3,1,,2,440607,60000,1971,,2,440607,2,1,2,3,1,1,1,1,4
1,0,4,4,9,3,1,,2,440607,50000,1971,10,2,440607,2,3,2,1,1,1,1,1,8
3,0,2,5,9,3,1,,2,440607,60000,1972,,2,440607,99,,2,3,,,1,1,4
2,0,4,4,9,1,1,,2,440607,72000,1977,,2,440607,2,2,2,3,1,1,1,1,3
3,0,4,3,9,3,1,,2,440607,0,1976,,2,440607,,,2,3,1,1,1,1,3
1,0,1,4,9,4,4,,2,440607,1680,1955,,2,440607,1,1,2,3,,,1,1,2
1,0,4,4,9,4,4,,2,440607,20000,1952,,2,440607,2,1,2,3,,,1,1,2
2,0,4,4,9,1,1,,2,440607,30000,1980,,2,440607,2,2,2,3,1,1,1,1,7
2,0,4,4,9,2,1,,2,450125,30000,1982,,2,440607,3,2,2,3,,1,1,1,2
3,0,3,3,9,3,1,,2,440607,70000,1983,,2,440607,2,2,2,3,1,1,1,1,7
3,0,3,3,9,2,1,,2,440607,60000,1983,,2,440607,2,2,2,3,1,1,1,1,7
2,0,4,4,9,2,1,2,2,440607,0,1998,6,1,440607,,,2,3,1,1,1,1,9
2,0,2,4,9,1,1,2,2,440607,30000,1977,12,2,440607,2,2,2,3,1,1,1,1,3
2,0,4,4,9,1,1,,2,440607,36000,1984,9,2,440607,2,2,2,3,1,1,1,1,3
3,0,3,3,9,3,1,,2,330226,72000,1978,,2,330226,1,1,2,3,1,1,1,1,3
3,0,4,3,8,4,3,,,440607,0,1950,,2,440607,1,1,2,3,1,1,1,1,1
2,0,4,4,3,3,1,,2,440607,25000,1973,8,2,440607,2,2,2,3,1,1,1,1,7
2,0,4,4,9,,,,2,440607,,2001,10,1,440607,,,2,3,1,1,1,1,7
2,0,4,4,9,3,1,,2,441204,24000,1974,5,2,440607,2,2,2,3,1,1,1,1,2
1,0,4,4,9,3,1,,2,440607,70000,1970,,2,440607,1,1,2,3,1,1,1,1,3
1,0,4,4,9,2,1,,2,440607,1000,2001,,1,440607,,,2,3,1,1,1,1,7
2,0,2,3,9,3,1,,2,451024,50000,1986,,2,451024,,,2,3,1,1,1,1,3
3,0,4,4,9,1,1,,2,440607,24000,1982,,2,440607,4,2,2,3,1,1,1,1,4
2,0,4,5,9,1,1,,2,441881,120000,1977,,2,441881,2,1,2,3,1,1,1,1,6
3,0,4,4,9,2,1,,2,441881,60000,1979,,2,441881,2,3,2,3,1,1,1,1,5
2,0,5,4,9,4,4,,2,440607,21600,1967,,2,441284,2,1,2,3,1,1,1,1,2
3,0,4,5,9,,,,2,440607,,1999,,1,441284,,,2,3,1,1,1,1,9
2,0,4,4,9,4,4,,2,441284,30000,1964,,2,441284,2,1,2,3,1,1,1,1,2
1,0,2,5,9,4,4,,2,440607,19200,1953,,2,440607,,1,2,3,,,1,1,4
3,0,2,5,9,3,1,2,2,440607,20000,1955,,2,440607,1,1,2,3,1,1,1,1,2
2,0,4,4,9,3,1,,2,440607,60000,1975,,2,440607,2,2,2,3,1,1,1,1,3
3,0,4,4,9,,,,2,440607,,1999,,1,440607,,,2,3,1,1,1,1,9
2,0,4,4,9,2,1,,2,440607,100000,1978,,2,440607,2,3,2,3,1,1,1,1,3
2,0,4,4,9,4,1,,2,440607,50000,1980,,2,440607,2,1,2,3,1,1,1,1,3
2,0,3,2,9,1,1,,2,440607,25000,1982,,2,440607,2,2,2,3,1,1,1,1,3
1,0,4,5,9,1,2,,2,440607,60000,1977,,2,440607,,,2,3,1,1,1,1,3
2,0,3,3,9,,,,2,440607,,2003,,1,440607,,,2,3,1,1,1,1,3
2,0,2,2,3,4,4,,2,440607,6240,1946,,2,440607,2,2,2,3,1,1,1,1,2
2,0,3,3,2,3,1,,2,440607,72000,1984,,1,440607,,,2,3,1,1,1,1,3
2,0,4,3,9,1,1,,2,440607,100000,1980,,2,440607,2,2,2,3,1,1,1,1,3
3,0,4,4,9,,,,2,440607,,2003,,1,440607,,,2,3,1,1,1,1,3
3,0,2,2,9,2,1,,2,440607,60000,1977,,2,440607,2,2,2,3,1,1,1,1,7
2,0,4,2,9,3,1,,2,440607,99999,1973,9,2,440607,,,2,3,1,1,1,1,4
3,0,4,4,9,2,1,,2,440607,30000,1977,,2,440607,2,2,2,3,1,1,1,1,3
2,0,3,3,9,1,1,,2,440607,0,1999,,1,440607,,,2,3,1,1,1,1,4
1,0,,,3,4,4,,2,440823,20000,1963,,2,440823,1,1,2,3,,,1,1,3
4,0,,,3,,,,2,440704,,2003,,1,440823,,,2,3,1,1,1,1,3
3,0,,,9,4,4,,2,440704,7400,1962,,2,440704,1,1,2,3,1,1,1,1,2
1,0,,,9,,,,2,440704,,1954,,2,440704,1,1,2,3,1,1,2,2,2
2,0,,,9,2,1,,2,440704,50000,1981,,2,440704,,,2,3,1,1,2,2,8
2,0,,,9,2,1,,2,440704,30000,1983,,2,440704,2,4,2,3,1,1,1,1,8
3,0,,,9,4,3,,2,440704,15240,1962,,5,440704,2,1,2,3,2,1,3,2,2
3,0,,,9,1,1,,2,440704,27000,1985,,1,440704,2,,2,3,1,1,1,1,7
2,0,,,9,1,1,,2,460400,33600,1987,,2,440704,3,4,2,3,,,2,2,3
2,0,,,9,2,1,,2,440704,13200,1984,,2,440704,2,2,2,3,1,1,1,2,8
1,0,,,9,4,1,,2,440704,36000,1985,,2,440704,,,2,3,2,2,2,4,4
3,0,,,9,1,1,,2,440704,80000,1972,,2,440704,,2,2,3,1,1,1,2,4
1,0,,,9,2,1,,2,440704,36000,1972,,2,440704,1,3,2,3,1,1,1,2,3
1,0,,,9,2,1,,2,421023,200000,1964,,2,421023,1,1,2,3,1,1,1,1,3
2,0,,,9,4,2,,2,421023,30000,1964,,2,421023,2,1,2,3,1,1,1,1,2
3,0,,,3,1,1,,2,440704,70000,1987,,1,440704,3,,2,3,1,1,2,2,9
1,0,,,9,4,1,,2,440704,36800,1963,,4,440704,2,2,2,1,2,2,2,2,3
3,0,,,9,2,1,,2,440703,30000,1988,,2,440703,2,2,2,3,2,2,2,2,8
2,0,,,2,2,1,,2,440704,90000,1990,11,1,440704,3,2,2,3,1,1,1,2,8
1,0,,,3,1,1,,2,360731,300000,1992,,2,360731,3,2,2,3,1,1,1,1,7
2,0,,,9,2,1,,2,360731,120000,1996,,2,360731,3,2,2,3,1,1,1,1,3
1,0,,,9,2,1,,2,440783,150000,1987,5,2,440783,9,3,2,3,1,2,2,1,10
1,0,,,9,4,3,,2,440104,18000,1954,2,2,440704,2,1,2,3,2,2,2,2,3
2,0,,,9,2,1,1,2,440704,130000,1958,,2,440704,,3,2,3,,,3,4,4
2,0,,,9,,,,2,360730,,2003,3,1,360730,,,2,3,1,1,1,3,3
4,0,,,9,,,,2,431081,,1997,10,1,440704,,,2,3,1,1,1,2,9
1,0,,,9,2,1,,2,431081,22000,1974,9,2,431081,2,3,2,3,1,1,1,1,3
2,0,1,4,9,4,4,,2,440705,24000,1962,,2,440705,2,2,2,3,1,1,1,1,4
3,0,2,5,9,4,4,,2,440705,27900,1952,6,2,440705,2,1,2,3,1,1,1,1,2
2,0,2,4,9,4,4,,2,440705,9600,1957,,2,440705,1,1,2,3,1,1,1,1,2
3,0,5,5,9,,,,2,440705,,2000,,1,440705,,,2,3,1,1,1,1,4
1,0,3,5,9,4,4,,2,440705,30000,1967,,2,440705,,2,2,3,1,1,1,1,3
3,0,3,4,9,4,4,,2,440705,12000,1968,,2,440705,2,1,2,3,1,1,1,1,2
3,0,5,4,9,4,4,,2,440705,1200,1955,,2,440705,2,2,2,3,1,1,1,1,2
2,0,3,5,9,4,1,,2,440705,36000,1969,,2,440705,2,1,2,3,1,1,1,1,3
1,0,5,5,9,4,2,,2,440705,33400,1956,,2,440705,2,2,2,1,1,1,1,1,4
1,0,5,5,9,3,2,2,2,441224,42000,1979,11,2,441224,2,2,2,3,1,1,1,1,2
1,0,4,5,9,4,1,,2,511381,20000,1966,,2,511381,1,2,2,3,1,1,1,1,3
2,0,4,5,9,4,1,,2,440705,14400,1958,,2,440705,2,2,2,3,1,1,1,1,4
3,0,2,5,9,4,4,,2,440705,10800,1948,,2,440705,2,1,2,3,1,1,1,1,2
3,0,2,2,3,,,,2,440705,,1958,12,2,440705,2,2,2,3,1,1,1,1,2
1,0,2,4,9,4,2,,2,440705,11200,1958,,2,440705,2,2,2,3,1,1,1,1,3
1,0,4,3,9,4,1,,,440705,5000,1960,,2,440705,,1,2,3,1,1,1,1,1
1,0,2,5,9,4,4,,2,440705,36000,1960,,2,440705,,,2,3,1,1,1,1,2
3,0,4,5,9,1,1,,2,450127,18000,1985,,2,440705,3,2,2,3,1,1,1,1,3
1,0,2,4,9,4,4,,2,440705,21600,1957,,2,440705,,1,2,3,1,1,1,1,2
2,0,2,4,3,4,4,,2,440705,4800,1980,,2,440705,,,2,3,1,1,1,1,2
3,0,1,5,9,4,4,,2,440705,35000,1946,10,5,440705,1,1,2,3,1,1,1,1,2
1,0,5,3,9,4,1,,2,440705,25000,1963,,2,440705,,,2,3,1,1,1,1,2
3,0,4,4,9,2,1,2,2,440705,42000,1995,,1,440705,,,2,3,1,1,1,1,8
3,0,4,5,9,4,4,,2,440705,26000,1960,,1,440705,,,2,3,1,1,1,1,2
3,0,5,5,9,4,1,,2,440705,36000,1966,,5,440705,,1,2,3,1,1,1,1,3
1,0,4,4,9,4,4,,2,440705,30000,1955,,2,440705,2,1,2,3,1,1,1,1,2
1,0,5,4,9,4,4,,2,440705,48000,1954,,2,440705,99,2,2,3,1,1,1,1,2
1,0,4,5,9,4,4,,2,440705,48000,1959,,2,440705,1,1,2,3,1,1,1,1,3
3,0,4,4,9,,,,2,440705,,1960,,2,440705,2,1,2,3,1,1,1,1,2
1,0,2,5,9,,,,2,440705,,1959,12,2,440705,,,2,3,1,1,1,1,3
1,0,5,4,9,4,4,,2,440705,3000,1957,3,2,440705,2,1,2,3,1,1,1,1,3
2,0,4,3,9,4,1,,2,440705,60300,1959,3,2,440705,2,,2,3,1,1,1,1,2
3,0,1,5,9,4,4,,2,440705,49000,1962,10,2,440705,2,2,2,3,1,1,1,1,3
1,0,4,4,9,4,4,,,440705,14400,1956,6,5,440705,,,2,3,1,1,1,1,1
3,0,4,4,9,3,1,,2,450422,54000,1988,9,2,450422,4,2,2,3,1,1,1,1,8
2,0,4,4,9,4,4,,2,440705,48000,1967,4,2,440705,2,1,2,3,1,1,1,1,3
2,0,2,2,9,4,4,,2,440705,0,1970,3,2,440705,2,,2,3,1,1,1,1,2
2,0,5,5,9,2,1,,2,440705,45000,1993,3,1,440705,,,2,1,1,1,1,1,9
1,0,3,5,9,4,4,,2,440705,30000,1959,8,2,440705,2,,2,3,1,1,1,1,3
2,0,2,5,9,4,4,,2,440705,20500,1975,2,2,440705,2,1,2,3,1,1,1,1,3
2,0,4,5,9,4,3,,2,440705,40000,1977,3,2,440705,3,1,2,3,1,1,1,1,6
2,0,3,2,9,4,4,,2,440705,2000,1954,3,2,440705,2,1,2,3,1,1,1,1,2
2,0,2,2,9,3,1,,2,440705,15000,1961,3,2,440705,2,2,2,3,1,,1,1,3
3,0,4,4,9,4,3,,2,440705,7300,1972,10,2,440705,4,2,2,3,1,1,1,1,3
2,0,5,4,9,3,1,,2,440705,0,1983,9,3,440705,2,2,2,3,2,2,2,1,3
2,0,3,4,9,4,4,,2,440705,5000,1954,4,2,440705,1,1,2,3,1,2,1,1,2
1,0,3,5,9,,,,2,440705,,1954,7,2,440705,1,2,2,3,1,1,1,1,2
3,0,3,4,9,4,4,,2,440705,1700,1954,11,2,440705,1,1,2,3,1,1,1,1,2
2,0,1,5,9,,,,2,440705,,1984,,2,440705,,1,2,3,1,1,1,1,2
3,0,4,4,9,,,,2,440705,,2001,7,1,440705,,,2,3,1,1,1,1,4
2,0,4,4,9,4,4,,2,440705,2040,1955,10,2,440705,2,2,2,3,1,1,1,1,2
4,0,4,4,9,,,,2,440705,,2003,4,1,440705,,,2,3,1,1,1,1,3
4,0,4,4,9,4,3,,2,440705,30000,1973,10,2,440705,2,1,2,3,1,1,1,1,3
3,0,1,5,9,4,4,,2,440705,0,1958,12,2,440705,,,2,3,2,2,1,1,2
3,0,3,4,9,4,4,,2,440705,3000,1964,6,2,440705,1,1,2,3,1,1,1,1,2
3,0,4,5,9,,,,2,440705,,2002,12,1,440705,,,2,3,1,1,1,1,3
1,0,1,5,9,4,4,,2,440705,18250,1965,,2,440705,,,2,3,1,1,1,1,3
2,0,2,5,9,4,4,,2,440705,30000,1954,3,2,440705,,1,2,3,2,1,1,1,2
2,0,4,5,9,4,4,,2,440705,15000,1976,11,2,440705,,,2,3,1,1,1,1,2
2,0,4,5,9,4,4,,2,450703,44000,1964,8,5,440705,1,1,2,3,1,1,1,1,3
2,0,2,4,9,4,4,,2,440705,34400,1964,,2,440705,,1,2,3,2,1,1,1,2
3,0,4,5,9,4,1,1,2,440705,220000,1984,12,2,440705,1,,2,3,1,1,1,1,2
3,0,5,5,9,4,1,,2,440705,50000,1968,9,2,440705,2,2,2,3,1,1,1,1,2
3,0,2,3,9,4,4,,2,440784,35000,1949,,2,440784,2,1,2,3,1,1,1,1,2
2,0,4,3,9,2,1,,2,440705,26400,1974,,2,440784,,2,2,3,1,1,1,1,3
2,0,3,3,9,4,3,,2,440784,50000,1967,,2,440784,1,1,1,3,1,1,1,1,3
3,0,4,5,9,,,,2,440784,,2000,,1,440784,,,2,3,1,1,1,1,4
2,0,2,4,9,1,3,,2,440784,80000,1972,,2,440784,3,1,2,3,1,1,1,1,3
3,0,2,4,9,4,3,2,2,440784,54000,1981,,2,440784,,,2,3,1,1,1,1,3
2,0,2,5,9,3,3,,2,450900,24000,1984,,2,440784,2,1,2,3,1,1,1,1,2
2,0,2,2,9,4,4,,2,440784,99999,1967,,2,440784,,,2,3,1,1,1,1,3
3,0,1,4,9,4,4,,2,440784,0,1973,,2,440784,1,1,2,3,1,1,1,1,2
1,0,2,2,9,4,4,,2,440784,40000,1960,,2,440784,2,1,2,3,1,1,1,1,3
3,0,4,5,3,3,1,,2,440784,100000,1993,,1,440784,,,2,3,1,1,1,1,8
1,0,1,1,9,4,4,,2,440784,12000,1942,,2,440784,2,1,2,3,1,1,1,1,2
3,0,4,2,9,4,1,,2,440784,50000,1963,,2,440784,,,2,3,1,1,1,1,3
1,0,1,4,9,4,4,,2,440784,6000,1947,,5,440784,2,1,2,3,1,1,1,1,2
2,0,4,4,9,3,3,,2,450802,24500,1971,,2,440784,3,2,2,3,1,1,1,1,3
2,0,2,4,9,4,3,,2,440784,99999,1964,,2,440784,2,2,2,3,1,1,1,1,3
2,0,3,4,9,,,,2,440784,,1994,,1,440784,,,2,3,1,1,1,1,9
2,0,2,4,9,2,1,2,2,440784,70000,1965,,2,440784,2,2,2,3,1,1,1,1,3
2,0,1,1,9,4,1,,2,440784,100000,1965,,2,440784,,2,2,3,1,1,1,1,3
2,0,4,4,9,3,1,,2,440784,16000,1991,,1,440784,,,2,3,1,1,1,1,4
2,0,3,3,9,3,1,,2,440784,9000,1997,7,2,440784,2,2,2,3,1,1,1,1,5
2,0,4,3,9,4,2,,2,440784,180000,1964,1,2,440784,2,2,2,3,1,1,1,1,3
2,0,4,4,9,3,1,,2,450924,150000,1968,8,2,440784,4,4,2,3,1,1,1,1,4
2,0,1,4,9,4,4,,2,440784,20000,1962,2,2,440784,,,2,3,1,1,1,1,3
1,0,1,4,9,4,4,,2,440784,30000,1963,11,2,440784,4,4,2,3,1,1,1,1,2
1,0,2,2,3,,,,2,440784,,1998,12,1,440784,,,2,3,1,1,1,1,4
2,0,2,4,9,4,1,,2,440784,30000,1966,,2,440784,,,2,3,1,1,1,1,3
2,0,4,4,3,2,1,,2,450924,30000,1966,,2,440784,2,1,2,3,1,1,1,1,3
2,0,2,2,9,,,,2,440784,,1962,,2,440784,2,2,2,3,1,1,1,1,3
1,0,1,1,9,4,2,,2,440784,40000,1960,,2,440784,2,1,2,3,1,1,1,1,4
2,0,2,4,9,4,4,,2,440784,6600,1961,,2,440784,,1,2,3,1,1,1,1,3
3,0,1,1,9,4,4,,2,440784,800,1942,,1,440784,1,1,2,3,1,1,1,1,2
2,0,3,4,9,4,2,,2,440784,36100,1971,,2,440784,1,1,2,3,1,1,1,1,3
2,0,3,4,9,4,1,,2,440784,48000,1971,,2,440784,2,,2,3,1,1,1,1,3
2,0,4,2,9,4,3,,2,440784,20000,1964,,2,440784,,4,2,3,1,1,1,1,4
2,0,1,3,9,,,,,440784,,1963,,2,440784,2,1,2,3,1,1,1,1,
2,0,2,4,9,4,1,,2,440784,36000,1977,,2,440784,,,2,3,1,1,1,1,3
3,0,2,2,9,4,4,,2,440784,12000,1962,,2,440784,4,3,2,3,1,1,1,1,4
